SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
MAWANASUG,Mawana Sugars Limited,EQ,20-Mar-09,10,1,INE636A01039,10
MAXESTATES,Max Estates Limited,EQ,30-Oct-23,10,1,INE03EI01018,10
MAXHEALTH,Max Healthcare Institute Limited,EQ,21-Aug-20,10,1,INE027H01010,10
MAXIND,Max India Limited,EQ,28-Aug-20,10,1,INE0CG601016,10
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,25-Sep-12,5,1,INE040D01038,5
MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,12-Oct-20,5,1,INE249Z01020,5
MBAPL,Madhya Bharat Agro Products Limited,EQ,22-Aug-19,2,1,INE900L01028,2
MBEL,M & B Engineering Limited,EQ,06-Aug-25,10,1,INE08N601015,10
MCCHRLS-B,Mac Charles India Limited,EQ,20-Apr-26,10,1,INE435D01014,10
MCLEODRUSS,Mcleod Russel India Limited,EQ,29-Jul-05,5,1,INE942G01012,5
MCLOUD,Magellanic Cloud Limited,EQ,07-Feb-25,2,1,INE613C01026,2
MCX,Multi Commodity Exchange of India Limited,EQ,09-Mar-12,2,1,INE745G01043,2
MEDANTA,Global Health Limited,EQ,16-Nov-22,2,1,INE474Q01031,2
MEDIASSIST,Medi Assist Healthcare Services Limited,EQ,23-Jan-24,5,1,INE456Z01021,5
MEDICAMEQ,Medicamen Biotech Limited,EQ,27-Oct-21,10,1,INE646B01010,10
MEDICO,Medico Remedies Limited,EQ,26-May-22,2,1,INE630Y01024,2
MEDPLUS,Medplus Health Services Limited,EQ,23-Dec-21,2,1,INE804L01022,2
MEESHO,Meesho Limited,EQ,10-Dec-25,1,1,INE0VDM01015,1
MEGASTAR,Megastar Foods Limited,EQ,16-Feb-22,10,1,INE00EM01016,10
MEIL,Mangal Electrical Industries Limited,EQ,28-Aug-25,10,1,INE0PKD01011,10
MENNPIS,Menon Pistons Limited,EQ,20-Apr-26,1,1,INE650G01029,1
MERCURYEV,Mercury Ev-Tech Limited,EQ,02-Jun-26,1,1,INE763M01028,1
METROBRAND,Metro Brands Limited,EQ,22-Dec-21,5,1,INE317I01021,5
METROPOLIS,Metropolis Healthcare Limited,EQ,15-Apr-19,2,1,INE112L01020,2
MFSL,Max Financial Services Limited,EQ,17-May-00,2,1,INE180A01020,2
MGL,Mahanagar Gas Limited,EQ,01-Jul-16,10,1,INE002S01010,10
MHRIL,Mahindra Holidays & Resorts India Limited,EQ,16-Jul-09,10,1,INE998I01010,10
MIDHANI,Mishra Dhatu Nigam Limited,EQ,04-Apr-18,10,1,INE099Z01011,10
MIDWESTLTD,Midwest Limited,EQ,24-Oct-25,5,1,INE0XAD01024,5
MIIL,Meghna Infracon Infrastructure Limited,EQ,17-Aug-26,10,1,INE898Q01015,10
MILKYMIST,Milky Mist Dairy Food Limited,EQ,18-Aug-26,2,1,INE00IT01020,2
MINDACORP,Minda Corporation Limited,EQ,16-Oct-14,2,1,INE842C01021,2
MINDTECK,Mindteck (India) Limited,EQ,02-Aug-16,10,1,INE110B01017,10
MIRZAINT,Mirza International Limited,EQ,28-Apr-99,2,1,INE771A01026,2
MMFL,MM Forgings Limited,EQ,20-Dec-06,10,1,INE227C01017,10
MMP,MMP Industries Limited,EQ,09-Jan-20,10,1,INE511Y01018,10
MMTC,MMTC Limited,EQ,09-Apr-12,1,1,INE123F01029,1
MOBIKWIK,One Mobikwik Systems Limited,EQ,18-Dec-24,2,1,INE0HLU01028,2
MODIS,Modis Navnirman Limited,EQ,14-Nov-25,10,1,INE0L0L01012,10
MOIL,MOIL Limited,EQ,15-Dec-10,10,1,INE490G01020,10
MOL,Meghmani Organics Limited,EQ,18-Aug-21,1,1,INE0CT101020,1
MOLBIO,Molbio Diagnostics Limited,EQ,17-Aug-26,1,1,INE869T01028,1
MOLDTKPAC,Mold-Tek Packaging Limited,EQ,23-Feb-15,5,1,INE893J01029,5
MONARCH,Monarch Networth Capital Limited,EQ,06-Jan-22,10,1,INE903D01011,10
MONTECARLO,Monte Carlo Fashions Limited,EQ,19-Dec-14,10,1,INE950M01013,10
MOREPENLAB,Morepen Laboratories Limited,EQ,24-Nov-99,2,1,INE083A01026,2
MOSCHIP,Moschip Technologies Limited,EQ,05-Feb-25,2,1,INE935B01025,2
MOTHERSON,Samvardhana Motherson International Limited,EQ,14-Aug-96,1,1,INE775A01035,1
MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,11-Sep-07,1,1,INE338I01027,1
MOTISONS,Motisons Jewellers Limited,EQ,26-Dec-23,1,1,INE0FRK01020,1
MPHASIS,MphasiS Limited,EQ,04-Jun-04,10,1,INE356A01018,10
MPSLTD,MPS Limited,EQ,21-Jan-02,10,1,INE943D01017,10
MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,07-Jan-05,10,1,INE103A01014,10
MSPL,MSP Steel & Power Limited,EQ,18-Jul-05,10,1,INE752G01015,10
MSTCLTD,Mstc Limited,EQ,29-Mar-19,10,1,INE255X01014,10
MSUMI,Motherson Sumi Wiring India Limited,EQ,28-Mar-22,1,1,INE0FS801015,1
MTNL,Mahanagar Telephone Nigam Limited,EQ,17-Feb-99,10,1,INE153A01019,10
MUFIN,Mufin Green Finance Limited,EQ,06-Nov-23,1,1,INE08KJ01020,1
MUFTI,Credo Brands Marketing Limited,EQ,27-Dec-23,2,1,INE220Q01020,2
MUKANDLTD,Mukand Limited,EQ,23-Feb-04,10,1,INE304A01026,10
MUKKA,Mukka Proteins Limited,EQ,07-Mar-24,1,1,INE0CG401037,1
MUNJALAU,Munjal Auto Industries Limited,EQ,19-Jul-06,2,1,INE672B01032,2
MUNJALSHOW,Munjal Showa Limited,EQ,12-May-03,2,1,INE577A01027,2
MUTHOOTFIN,Muthoot Finance Limited,EQ,06-May-11,10,1,INE414G01012,10
MUTHOOTMF,Muthoot Microfin Limited,EQ,26-Dec-23,10,1,INE046W01019,10
MVELECTRO,MV Electrosystems Limited,EQ,06-Aug-26,5,1,INE0OWZ01020,5
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,EQ,03-Oct-23,10,1,INE0KNT01012,10
MWL,Mangalam Worldwide Limited,EQ,18-Sep-25,1,1,INE0JYY01029,1
MYSORPETRO,Mysore Petro Chemicals Limited,EQ,17-Aug-26,10,1,INE741A01011,10
NACLIND,NACL Industries Limited,EQ,07-Apr-17,1,1,INE295D01020,1
NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,15-Dec-05,10,1,INE289A01011,10
NAHARSPING,Nahar Spinning Mills Limited,EQ,23-Mar-07,5,1,INE290A01027,5
NAM-INDIA,Nippon Life India Asset Management Limited,EQ,06-Nov-17,10,1,INE298J01013,10
NATCAPSUQ,Natural Capsules Limited,EQ,14-Feb-25,10,1,INE936B01015,10
NATCOPHARM,Natco Pharma Limited,EQ,27-Dec-95,2,1,INE987B01026,2
NATIONALUM,National Aluminium Company Limited,EQ,28-Apr-99,5,1,INE139A01034,5
NATIONSTD,National Standard (India) Limited,EQ,20-Apr-26,10,1,INE166R01015,10
NAUKRI,Info Edge (India) Limited,EQ,21-Nov-06,2,1,INE663F01032,2
NAVA,NAVA LIMITED,EQ,03-Apr-96,1,1,INE725A01030,1
NAVINFLUOR,Navin Fluorine International Limited,EQ,01-Jun-07,2,1,INE048G01026,2
NAVKARCORP,Navkar Corporation Limited,EQ,09-Sep-15,10,1,INE278M01019,10
NAVNETEDUL,Navneet Education Limited,EQ,08-Feb-95,2,1,INE060A01024,2
NAZARA,Nazara Technologies Limited,EQ,30-Mar-21,2,1,INE418L01047,2
NBCC,NBCC (India) Limited,EQ,12-Apr-12,1,1,INE095N01031,1
NCC,NCC Limited,EQ,14-Oct-03,2,1,INE868B01028,2
NCLIND,NCL Industries Limited,EQ,03-Apr-07,10,1,INE732C01016,10
NDRAUTO,Ndr Auto Components Limited,EQ,30-Jul-20,10,1,INE07OG01012,10
NDTV,New Delhi Television Limited,EQ,19-May-04,4,1,INE155G01029,4
NELCAST,Nelcast Limited,EQ,27-Jun-07,2,1,INE189I01024,2
NELCO,NELCO Limited,EQ,28-May-03,10,1,INE045B01015,10
NEOGEN,Neogen Chemicals Limited,EQ,08-May-19,10,1,INE136S01016,10
NEPHROPLUS,Nephrocare Health Services Limited,EQ,17-Dec-25,2,1,INE428V01029,2
NESCO,Nesco Limited,EQ,08-Apr-08,2,1,INE317F01035,2
NESTLEIND,Nestle India Limited,EQ,01-Aug-23,1,1,INE239A01024,1
NETWEB,Netweb Technologies India Limited,EQ,27-Jul-23,2,1,INE0NT901020,2
NETWORK18,Network18 Media & Investments Limited,EQ,02-Feb-07,5,1,INE870H01013,5
NEULANDLAB,Neuland Laboratories Limited,EQ,13-Oct-08,10,1,INE794A01010,10
NEWGEN,Newgen Software Technologies Limited,EQ,29-Jan-18,10,1,INE619B01017,10
NFL,National Fertilizers Limited,EQ,28-Dec-06,10,1,INE870D01012,10
NGLFINE,NGL Fine-Chem Limited,EQ,08-Jul-22,5,1,INE887E01022,5
NH,Narayana Hrudayalaya Ltd.,EQ,06-Jan-16,10,1,INE410P01011,10
NHPC,NHPC Limited,EQ,01-Sep-09,10,1,INE848E01016,10
NIACL,The New India Assurance Company Limited,EQ,13-Nov-17,5,1,INE470Y01017,5
NIBE,NIBE Limited,EQ,07-Feb-25,10,1,INE149O01018,10
NIITLTD,NIIT Limited,EQ,16-Aug-04,2,1,INE161A01038,2
NIITMTS,NIIT Learning Systems Limited,EQ,08-Aug-23,2,1,INE342G01023,2
NILE,Nile Limited,EQ,20-Apr-26,10,1,INE445D01013,10
NILKAMAL,Nilkamal Limited,EQ,01-Nov-95,10,1,INE310A01015,10
NIMBSPROJ,Nimbus Projects Limited,EQ,06-Apr-26,10,1,INE875B01015,10
NIRLON,Nirlon Limited,EQ,20-Apr-26,10,1,INE910A01012,10
NITCO,Nitco Limited,EQ,21-Mar-06,10,1,INE858F01012,10
NITINSPIN,Nitin Spinners Limited,EQ,02-Feb-06,10,1,INE229H01012,10
NITTAGELA,Nitta Gelatin India Limited,EQ,20-Apr-26,10,1,INE265B01019,10
NIVABUPA,Niva Bupa Health Insurance Company Limited,EQ,14-Nov-24,10,1,INE995S01015,10
NLCINDIA,NLC India Limited,EQ,23-Aug-00,10,1,INE589A01014,10
NMDC,NMDC Limited,EQ,03-Mar-08,1,1,INE584A01023,1
NOCIL,NOCIL Limited,EQ,17-Jan-96,10,1,INE163A01018,10
NORTHARC,Northern Arc Capital Limited,EQ,24-Sep-24,10,1,INE850M01015,10
NOVARTIND,Novartis India Limited,EQ,20-Apr-26,5,1,INE234A01025,5
NPST,Network People Services Technologies Limited,EQ,30-Apr-25,10,1,INE0FFK01017,10
NRAIL,N R Agarwal Industries Limited,EQ,05-Apr-17,10,1,INE740D01017,10
NRBBEARING,NRB Bearing Limited,EQ,08-Mar-00,2,1,INE349A01021,2
NSLNISP,NMDC Steel Limited,EQ,20-Feb-23,10,1,INE0NNS01018,10
NTPC,NTPC Limited,EQ,05-Nov-04,10,1,INE733E01010,10
NTPCGREEN,NTPC Green Energy Limited,EQ,27-Nov-24,10,1,INE0ONG01011,10
NUCLEUS,Nucleus Software Exports Limited,EQ,19-Dec-02,10,1,INE096B01018,10
NUVAMA,Nuvama Wealth Management Limited,EQ,26-Sep-23,2,1,INE531F01023,2
NUVOCO,Nuvoco Vistas Corporation Limited,EQ,23-Aug-21,10,1,INE118D01016,10
NYKAA,FSN E-Commerce Ventures Limited,EQ,10-Nov-21,1,1,INE388Y01029,1
OAL,Oriental Aromatics Limited,EQ,11-Jul-19,5,1,INE959C01023,5
OBEROIRLTY,Oberoi Realty Limited,EQ,20-Oct-10,10,1,INE093I01010,10
OFSS,Oracle Financial Services Software Limited,EQ,28-Jun-02,5,1,INE881D01027,5
OIL,Oil India Limited,EQ,30-Sep-09,10,1,INE274J01014,10
OLAELEC,Ola Electric Mobility Limited,EQ,09-Aug-24,10,1,INE0LXG01040,10
OLECTRA,Olectra Greentech Limited,EQ,20-Mar-02,4,1,INE260D01016,4
OMAXAUTO,Omax Autos Limited,EQ,20-Feb-03,10,1,INE090B01011,10
OMAXE,Omaxe Limited,EQ,09-Aug-07,10,1,INE800H01010,10
OMINFRAL,OM INFRA LIMITED,EQ,17-Jun-11,1,1,INE239D01028,1
OMNI,Omnitech Engineering Limited,EQ,05-Mar-26,5,1,INE0UH301010,5
OMPOWER,Om Power Transmission Limited,EQ,17-Apr-26,10,1,INE25E901019,10
ONEGLOBAL,One Global Service Provider Limited,EQ,17-Aug-26,10,1,INE670O01013,10
ONEPOINT,One Point One Solutions Limited,EQ,09-May-19,2,1,INE840Y01029,2
ONESOURCE,Onesource Specialty Pharma Limited,EQ,24-Jan-25,1,1,INE013P01021,1
ONGC,Oil & Natural Gas Corporation Limited,EQ,19-Jul-95,5,1,INE213A01029,5
ONIDA,Onida Electronics Limited,EQ,24-May-04,1,1,INE831A01028,1
ONIXSOLAR,Onix Solar Energy Limited,EQ,17-Aug-26,10,1,INE173M01012,10
ONWARDTEC,Onward Technologies Limited,EQ,07-Mar-01,10,1,INE229A01017,10
OPTIEMUS,Optiemus Infracom Limited,EQ,08-Aug-17,10,1,INE350C01017,10
ORCHPHARMA,Orchid Pharma Limited,EQ,02-Nov-20,10,1,INE191A01027,10
ORIENTBELL,Orient Bell Limited,EQ,14-Feb-07,10,1,INE607D01018,10
ORIENTCEM,Orient Cement Limited,EQ,12-Jul-13,1,1,INE876N01018,1
ORIENTELEC,Orient Electric Limited,EQ,14-May-18,1,1,INE142Z01019,1
ORIENTHOT,Oriental Hotels Limited,EQ,27-Aug-98,1,1,INE750A01020,1
ORIENTPPR,Orient Paper & Industries Limited,EQ,29-Mar-95,1,1,INE592A01026,1
ORIENTTECH,Orient Technologies Limited,EQ,28-Aug-24,10,1,INE0PPK01015,10
ORIRAIL,Oriental Rail Infrastructure Limited,EQ,17-Aug-26,1,1,INE457G01029,1
ORISSAMINE,The Orissa Minerals Development Company Limited,EQ,29-Sep-10,1,1,INE725E01024,1
ORKLAINDIA,Orkla India Limited,EQ,06-Nov-25,1,1,INE16NZ01023,1
OSWALPUMPS,Oswal Pumps Limited,EQ,20-Jun-25,1,1,INE0BYP01024,1
PACEDIGITK,Pace Digitek Limited,EQ,06-Oct-25,2,1,INE0S3G01027,2
PAGEIND,Page Industries Limited,EQ,16-Mar-07,10,1,INE761H01022,10
PAISALO,Paisalo Digital Limited,EQ,17-Oct-11,1,1,INE420C01059,1
PAKKA,PAKKA LIMITED,EQ,11-Jul-23,10,1,INE551D01018,10
PANACEABIO,Panacea Biotec Limited,EQ,17-Apr-96,1,1,INE922B01023,1
PANAMAPET,Panama Petrochem Limited,EQ,30-Sep-11,2,1,INE305C01029,2
PANORAMA,Panorama Studios International Limited,EQ,17-Aug-26,2,1,INE258R01028,2
PANSARI,Pansari Developers Limited,EQ,18-Oct-21,10,1,INE697V01011,10
PAR,Par Drugs And Chemicals Limited,EQ,16-Sep-21,10,1,INE04LG01015,10
PARACABLES,Paramount Communications Limited,EQ,03-Jan-07,2,1,INE074B01023,2
PARADEEP,Paradeep Phosphates Limited,EQ,27-May-22,10,1,INE088F01024,10
PARAGMILK,Parag Milk Foods Limited,EQ,19-May-16,10,1,INE883N01014,10
PARAS,Paras Defence and Space Technologies Limited,EQ,01-Oct-21,5,1,INE045601023,5
PARKHOSPS,Park Medi World Limited,EQ,17-Dec-25,2,1,INE119201023,2
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,EQ,12-Feb-24,1,1,INE988S01028,1
PASHUPATI,Pashupati Cotspin Limited,EQ,17-Jul-25,1,1,INE124Y01028,1
PATANJALI,Patanjali Foods Limited,EQ,24-Jan-20,2,1,INE619A01035,2
PATELENG,Patel Engineering Limited,EQ,24-Feb-05,1,1,INE244B01030,1
PATELRMART,Patel Retail Limited,EQ,26-Aug-25,10,1,INE0R8B01010,10
PAUSHAKLTD,Paushak Limited,EQ,01-Dec-25,5,1,INE111F01024,5
PAYTM,One 97 Communications Limited,EQ,18-Nov-21,1,1,INE982J01020,1
PCBL,PCBL Chemical Limited,EQ,29-Mar-95,1,1,INE602A01031,1
PCJEWELLER,PC Jeweller Limited,EQ,27-Dec-12,1,1,INE785M01021,1
PDMJEPAPER,Pudumjee Paper Products Limited,EQ,30-Mar-16,1,1,INE865T01018,1
PDSL,PDS Limited,EQ,21-Oct-14,2,1,INE111Q01021,2
PENIND,Pennar Industries Limited,EQ,25-Nov-10,5,1,INE932A01024,5
PERSISTENT,Persistent Systems Limited,EQ,06-Apr-10,5,1,INE262H01021,5
PETRONET,Petronet LNG Limited,EQ,26-Mar-04,10,1,INE347G01014,10
PFC,Power Finance Corporation Limited,EQ,23-Feb-07,10,1,INE134E01011,10
PFIZER,Pfizer Limited,EQ,28-Apr-99,10,1,INE182A01018,10
PFOCUS,Prime Focus Limited,EQ,20-Jun-06,1,1,INE367G01038,1
PFS,PTC India Financial Services Limited,EQ,30-Mar-11,10,1,INE560K01014,10
PGEL,PG Electroplast Limited,EQ,26-Sep-11,1,1,INE457L01029,1
PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,07-Jul-04,10,1,INE179A01014,10
PGHL,Procter & Gamble Health Limited,EQ,24-Apr-96,10,1,INE199A01012,10
PGIL,Pearl Global Industries Limited,EQ,15-Feb-07,5,1,INE940H01022,5
PHOENIXLTD,The Phoenix Mills Limited,EQ,23-Apr-07,2,1,INE211B01039,2
PICCADIL,Piccadily Agro Industries Limited,EQ,02-Jul-25,10,1,INE546C01010,10
PIDILITIND,Pidilite Industries Limited,EQ,29-Mar-95,1,1,INE318A01026,1
PIGL,Power & Instrumentation (Gujarat) Limited,EQ,17-May-23,10,1,INE557Z01018,10
PIIND,PI Industries Limited,EQ,15-Jun-11,1,1,INE603J01030,1
PINELABS,Pine Labs Limited,EQ,14-Nov-25,1,1,INE15B701018,1
PIRAMALFIN,Piramal Finance Limited,EQ,07-Nov-25,2,1,INE202B01038,2
PITTIENG,Pitti Engineering Limited,EQ,02-Feb-07,5,1,INE450D01021,5
PIXTRANS,Pix Transmissions Limited,EQ,28-Apr-22,10,1,INE751B01018,10
PLASTIBLEN,Plastiblends India Limited,EQ,28-Dec-06,5,1,INE083C01022,5
PLATIND,Platinum Industries Limited,EQ,05-Mar-24,10,1,INE0PT501018,10
PNB,Punjab National Bank,EQ,24-Apr-02,2,1,INE160A01022,2
PNBGILTS,PNB Gilts Limited,EQ,18-Sep-00,10,1,INE859A01011,10
PNBHOUSING,PNB Housing Finance Limited,EQ,07-Nov-16,10,1,INE572E01012,10
PNCINFRA,PNC Infratech Limited,EQ,26-May-15,2,1,INE195J01029,2
PNGJL,P N Gadgil Jewellers Limited,EQ,17-Sep-24,10,1,INE953R01016,10
PNGSREVA,PNGS Reva Diamond Jewellery Limited,EQ,04-Mar-26,10,1,INE1RDG01013,10
POCL,Pondy Oxides & Chemicals Limited,EQ,06-Mar-23,2,1,INE063E01061,2
POKARNA,Pokarna Limited,EQ,07-Jul-16,2,1,INE637C01025,2
POLICYBZR,PB Fintech Limited,EQ,15-Nov-21,2,1,INE417T01026,2
POLYCAB,Polycab India Limited,EQ,16-Apr-19,10,1,INE455K01017,10
POLYMED,Poly Medicure Limited,EQ,07-Dec-11,5,1,INE205C01021,5
POLYPLEX,Polyplex Corporation Limited,EQ,11-Apr-03,10,1,INE633B01018,10
PONNIERODE,Ponni Sugars (Erode) Limited,EQ,16-Apr-02,10,1,INE838E01017,10
POONAWALLA,Poonawalla Fincorp Limited,EQ,27-Apr-04,2,1,INE511C01022,2
POWERGRID,Power Grid Corporation of India Limited,EQ,05-Oct-07,10,1,INE752E01010,10
POWERICA,Powerica Limited,EQ,02-Apr-26,5,1,INE921L01032,5
POWERINDIA,Hitachi Energy India Limited,EQ,30-Mar-20,2,1,INE07Y701011,2
POWERMECH,Power Mech Projects Limited,EQ,26-Aug-15,10,1,INE211R01019,10
PPLPHARMA,Piramal Pharma Limited,EQ,19-Oct-22,10,1,INE0DK501011,10
PRABHA,Prabha Energy Limited,EQ,19-Mar-25,1,1,INE0I0M01023,1
PRAJIND,Praj Industries Limited,EQ,11-Oct-95,2,1,INE074A01025,2
PRAKASH,Prakash Industries Limited,EQ,10-May-95,10,1,INE603A01013,10
PRAVEG,Praveg Limited,EQ,20-Apr-26,10,1,INE722B01019,10
PRECAM,Precision Camshafts Limited,EQ,08-Feb-16,10,1,INE484I01029,10
PRECWIRE,Precision Wires India Limited,EQ,06-Sep-95,1,1,INE372C01037,1
PREMEXPLN,Premier Explosives Limited,EQ,17-Jun-16,2,1,INE863B01029,2
PREMIERENE,Premier Energies Limited,EQ,03-Sep-24,1,1,INE0BS701011,1
PREMIERPOL,Premier Polyfilm Limited,EQ,13-Dec-95,1,1,INE309M01020,1
PRESTIGE,Prestige Estates Projects Limited,EQ,27-Oct-10,10,1,INE811K01011,10
PRICOLLTD,Pricol Limited,EQ,10-Feb-17,1,1,INE726V01018,1
PRIMESECU,Prime Securities Limited,EQ,17-Jun-05,5,1,INE032B01021,5
PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,30-Dec-19,10,1,INE689W01016,10
PRIVISCL,Privi Speciality Chemicals Limited,EQ,08-May-15,10,1,INE959A01019,10
PROSTARM,Prostarm Info Systems Limited,EQ,03-Jun-25,10,1,INE0BX301013,10
PROTEAN,Protean eGov Technologies Limited,EQ,06-Feb-25,10,1,INE004A01022,10
PROZONER,Prozone Realty Limited,EQ,12-Sep-12,2,1,INE195N01013,2
PRSMJOHNSN,Prism Johnson Limited,EQ,20-Aug-03,10,1,INE010A01011,10
PRUDENT,Prudent Corporate Advisory Services Limited,EQ,20-May-22,5,1,INE00F201020,5
PSB,Punjab & Sind Bank,EQ,30-Dec-10,10,1,INE608A01012,10
PSPPROJECT,PSP Projects Limited,EQ,29-May-17,10,1,INE488V01015,10
PTC,PTC India Limited,EQ,07-Apr-04,10,1,INE877F01012,10
PTCIL,PTC Industries Limited,EQ,09-Jun-23,10,1,INE596F01018,10
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,08-Mar-07,10,1,INE277B01014,10
PURVA,Puravankara Limited,EQ,30-Aug-07,5,1,INE323I01011,5
PVP,PVP Ventures Limited,EQ,03-Apr-96,10,1,INE362A01016,10
PVRINOX,PVR INOX Limited,EQ,04-Jan-06,10,1,INE191H01014,10
PVSL,Popular Vehicles and Services Limited,EQ,19-Mar-24,2,1,INE772T01024,2
PWL,Physicswallah Limited,EQ,18-Nov-25,1,1,INE0LP301011,1
PYRAMID,Pyramid Technoplast Limited,EQ,29-Aug-23,10,1,INE0MIS01010,10
QPOWER,Quality Power Electrical Equipments Limited,EQ,24-Feb-25,10,1,INE0SII01026,10
QUADFUTURE,Quadrant Future Tek Limited,EQ,14-Jan-25,10,1,INE0LRY01011,10
QUESS,Quess Corp Limited,EQ,12-Jul-16,10,1,INE615P01015,10
RACLGEAR,RACL Geartech Limited,EQ,27-Nov-24,10,1,INE704B01017,10
RADHIKAJWE,Radhika Jeweltech Limited,EQ,18-Jul-22,2,1,INE583V01021,2
RADIANTCMS,Radiant Cash Management Services Limited,EQ,04-Jan-23,1,1,INE855R01021,1
RADICO,Radico Khaitan Limited,EQ,18-Jun-03,2,1,INE944F01028,2
RAILTEL,Railtel Corporation Of India Limited,EQ,26-Feb-21,10,1,INE0DD101019,10
RAIN,Rain Industries Limited,EQ,03-Mar-08,2,1,INE855B01025,2
RAINBOW,Rainbow Childrens Medicare Limited,EQ,10-May-22,10,1,INE961O01016,10
RAJRATAN,Rajratan Global Wire Limited,EQ,22-May-20,2,1,INE451D01029,2
RALLIS,Rallis India Limited,EQ,01-Apr-99,1,1,INE613A01020,1
RAMBHAJO,Advit Jewels Limited,EQ,01-Jul-26,10,1,INE1SJO01012,10
RAMCOCEM,The Ramco Cements Limited,EQ,09-Apr-97,1,1,INE331A01037,1
RAMCOIND,Ramco Industries Limited,EQ,06-Nov-96,1,1,INE614A01028,1
RAMCOSYS,Ramco Systems Limited,EQ,12-Apr-00,10,1,INE246B01019,10
RAMKY,Ramky Infrastructure Limited,EQ,08-Oct-10,10,1,INE874I01013,10
RAMRAT,Ram Ratna Wires Limited,EQ,29-Jul-22,5,1,INE207E01023,5
RANEHOLDIN,Rane Holdings Limited,EQ,24-Sep-97,10,1,INE384A01010,10
RATEGAIN,Rategain Travel Technologies Limited,EQ,17-Dec-21,1,1,INE0CLI01024,1
RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,09-May-06,2,1,INE703B01027,2
RATNAVEER,Ratnaveer Precision Engineering Limited,EQ,11-Sep-23,10,1,INE05CZ01011,10
RAYMOND,Raymond Limited,EQ,18-Oct-95,10,1,INE301A01014,10
RAYMONDLSL,Raymond Lifestyle Limited,EQ,05-Sep-24,2,1,INE02ID01020,2
RAYMONDREL,Raymond Realty Limited,EQ,01-Jul-25,10,1,INE1SY401010,10
RBA,Restaurant Brands Asia Limited,EQ,14-Dec-20,10,1,INE07T201019,10
RBLBANK,RBL Bank Limited,EQ,31-Aug-16,10,1,INE976G01028,10
RBZJEWEL,RBZ Jewellers Limited,EQ,27-Dec-23,10,1,INE0PEQ01016,10
RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,07-Jan-98,10,1,INE027A01015,10
RECLTD,REC Limited,EQ,12-Mar-08,10,1,INE020B01018,10
REDINGTON,Redington Limited,EQ,15-Feb-07,2,1,INE891D01026,2
REDTAPE,Redtape Limited,EQ,11-Aug-23,2,1,INE0LXT01019,2
REFEX,Refex Industries Limited,EQ,03-Dec-09,2,1,INE056I01025,2
REGAAL,Regaal Resources Limited,EQ,20-Aug-25,5,1,INE0MHO01029,5
RELAXO,Relaxo Footwears Limited,EQ,17-Jun-11,1,1,INE131B01039,1
RELIABLE,Reliable Data Services Limited,EQ,10-Jul-24,10,1,INE375Y01018,10
RELIANCE,Reliance Industries Limited,EQ,29-Nov-95,10,1,INE002A01018,10
RELIGARE,Religare Enterprises Limited,EQ,21-Nov-07,10,1,INE621H01010,10
RELTD,Ravindra Energy Limited,EQ,30-Jul-24,10,1,INE206N01018,10
REMSONSIND,Remsons Industries Limited,EQ,31-Jan-96,2,1,INE474C01023,2
RENUKA,Shree Renuka Sugars Limited,EQ,31-Oct-05,1,1,INE087H01022,1
REPCOHOME,Repco Home Finance Limited,EQ,01-Apr-13,10,1,INE612J01015,10
REPRO,Repro India Limited,EQ,22-Dec-05,10,1,INE461B01014,10
RESPONIND,Responsive Industries Limited,EQ,29-Oct-10,1,1,INE688D01026,1
RGL,Renaissance Global Limited,EQ,12-Dec-07,2,1,INE722H01024,2
RHETAN,Rhetan TMT Limited,EQ,26-Sep-25,1,1,INE0KKN01029,1
RHIM,RHI MAGNESITA INDIA LIMITED,EQ,12-Mar-12,1,1,INE743M01012,1
RICOAUTO,Rico Auto Industries Limited,EQ,12-May-03,1,1,INE209B01025,1
RIIL,Reliance Industrial Infrastructure Limited,EQ,29-Nov-95,10,1,INE046A01015,10
RIR,RIR Power Electronics Limited,EQ,16-Jul-26,2,1,INE302D01024,2
RISHABH,Rishabh Instruments Limited,EQ,11-Sep-23,10,1,INE0N2P01017,10
RITCO,Ritco Logistics Limited,EQ,12-Apr-22,10,1,INE01EG01016,10
RITES,RITES Limited,EQ,02-Jul-18,10,1,INE320J01015,10
RKFORGE,Ramkrishna Forgings Limited,EQ,05-May-04,2,1,INE399G01023,2
RKSWAMY,R K Swamy Limited,EQ,12-Mar-24,5,1,INE0NQ801033,5
RMC,RMC Switchgears Limited,EQ,01-Apr-26,10,1,INE655V01019,10
RML,Rane (Madras) Limited,EQ,30-Aug-05,10,1,INE050H01012,10
